Average rating_scaled,Number of reviews_scaled,Publish year_scaled,Number of pages_scaled,Currently reading_scaled,MainGenre_Encoded
-0.8365154611399802,0.38222395942538073,0.43589875701240677,-0.6712795363807281,0.7998249114101792,42
1.0645269001661788,-0.4612624150890928,1.549409600470934,-0.39706207949378286,0.5056664588714206,17
-0.5755880782156042,-0.6010469842366756,0.43589875701240677,-0.3612945851172248,-0.6338885547451145,60
1.7727583681037693,-0.5819311457207669,2.1061650222001975,-0.0036196413516440527,-0.4460226522833864,17
1.8118974755424238,-0.5890995851642326,2.1061650222001975,-0.0036196413516440527,-0.5127644860526845,17
0.6544981555707348,-0.5066625315643761,2.1061650222001975,0.997870201191982,-0.5424275232834838,17
1.8118974755424238,-0.5807364058135225,2.1061650222001975,1.0455601936940595,-0.6536639128989806,55
-0.24011001445569422,2.7487050306995187,-0.6776120864461204,0.8071102311836723,3.0351819587278177,9
0.3562954322285917,2.7487050306995187,-0.12085666471685681,-1.4223969182884477,1.3906137362569295,60
0.6544981555707348,0.4574925735817715,-0.6776120864461204,-2.0554815687535255,1.0099380917950067,42
-1.2092688653176573,2.162386421219383,-0.12085666471685681,-1.5058544051670832,0.4191492669482563,42
-0.5010373973800685,2.7487050306995187,-0.6776120864461204,-2.0554815687535255,1.0915114441797045,42
0.3935707726463588,2.7487050306995187,-0.6776120864461204,1.164785174949253,3.0351819587278177,36
0.9899762193306447,2.7487050306995187,-2.347878351633911,0.03214785302491402,0.3672389517943578,42
-0.5383127377978372,0.29978690582552425,0.9926541787416704,1.1170951824471755,-0.09006620551379624,42
0.5426721343174303,2.7454194959546,0.9926541787416704,1.8926536855122094,1.0099380917950067,42
0.20719407055752026,2.1396863629817413,0.43589875701240677,0.830955227434711,3.0351819587278177,36
1.0272515597484118,-0.6822892979292877,0.43589875701240677,0.30636530991185923,-0.6635515919759137,22
0.09536804930421582,0.7932144875174189,1.549409600470934,0.66404025367744,2.542528348719631,42
-0.5755880782156042,2.3404026673987834,-0.12085666471685681,0.8548002236857497,2.5227529905657646,42
0.6544981555707348,-0.6571997598771575,0.43589875701240677,-0.015542139477163411,-0.5547871221296501,17
-0.24011001445569422,-0.4720150742542915,0.43589875701240677,-0.6712795363807281,-0.5226521651296177,33
-0.12828399320238976,1.5530690685247917,-1.7911229299046476,-0.08707712823027956,0.17937304933262965,42
0.2444694109752873,1.219736634403633,-0.12085666471685681,-1.00510948389527,1.1780286361028687,36
-0.2773853548734613,1.5972744450928307,-0.12085666471685681,-0.0036196413516440527,-0.43613497320645334,42
-0.5383127377978372,2.7487050306995187,-0.12085666471685681,1.8926536855122094,1.684772188795688,42
0.5053967938996632,2.7487050306995187,-0.6776120864461204,1.0932501861961368,1.3856698967184629,17
0.1699187301397532,0.5220085285729635,-1.234367508175384,0.28252031366082053,0.00881058525553436,60
0.5426721343174303,1.622363983144961,-0.12085666471685681,-0.9812644876442314,0.1324065737171976,42
-0.053733312366854025,1.5482901088958145,-1.234367508175384,0.7474977405560755,3.0319684630278174,36
-0.2773853548734613,0.5208137886657191,-0.6776120864461204,-0.5043645626234571,-0.3273705033601897,42
-0.20283467403792552,2.7095772987372713,-0.12085666471685681,-0.134767120732357,0.16701345048646332,60
-0.5383127377978372,-0.6321102218250273,-0.12085666471685681,-0.6474345401296894,-0.6240008756681815,42
-0.24011001445569422,1.2770841499513592,-1.7911229299046476,-0.63551204200417,-0.023324371744498085,60
0.2817447513930543,1.501695252513287,-0.12085666471685681,-0.0036196413516440527,-0.43613497320645334,42
1.7354830276860023,-0.5126362311005976,0.43589875701240677,0.330210306162898,0.26341832148656064,42
1.400004963926092,-0.0920877837506051,-0.12085666471685681,1.7370650849741822,0.238699123794228,42
0.09536804930421582,2.7487050306995187,-0.12085666471685681,1.59399510746795,2.9775862281046854,15
-1.1719935248998903,0.9234411374070473,-0.12085666471685681,-1.8396843526816251,0.8813982637948768,42
-1.0601675036465859,1.0859257647922715,-0.6776120864461204,-0.2182246076109925,0.39690198902515694,42
-1.1347181844821215,-0.5711784865555681,-0.12085666471685681,1.3197776505810046,-0.507820646514218,51
-0.16555933362015848,2.7487050306995187,-0.6776120864461204,-0.134767120732357,3.0351819587278177,42
0.3190200918108247,1.453905656223515,-1.234367508175384,-0.2182246076109925,1.4202767734877286,42
-0.20283467403792552,0.2794763274023712,-0.6776120864461204,-0.5758995513765732,-0.033212050821431145,42
-0.42648671654453274,0.5375401473671394,-1.234367508175384,0.4375127892925722,1.5018501258724264,42
-0.5010373973800685,0.10862852066643677,-0.12085666471685681,-0.6951245326317668,-0.35950546036022213,42
-0.2773853548734613,0.439571474973107,-0.6776120864461204,1.03363769556854,-0.14692036020616134,60
1.8118974755424238,-0.7061840960741737,0.43589875701240677,-0.0036196413516440527,-0.6684954315143803,44
-1.7311236311664076,0.31770800443418873,-0.12085666471685681,-0.599744547627612,-0.4262472941295203,60
-1.8056743120019432,-0.42542021787176393,0.43589875701240677,0.9263352124388659,-0.5177083255911511,42
1.0272515597484118,0.4503241341383057,-0.6776120864461204,1.0694051899450983,2.1247739077192094,1
0.9527008789128777,-0.707378835981418,0.9926541787416704,-0.45667457012137963,-0.6857988698990131,32
1.5863816660149308,-0.7061840960741737,0.9926541787416704,-1.00510948389527,-0.6857988698990131,60
-1.582022269495336,-0.6034364640511641,-0.12085666471685681,-1.0527994763973476,-0.628944715206648,42
0.3935707726463588,2.2973920307379885,-0.12085666471685681,-0.0036196413516440527,-0.43613497320645334,42
-0.98561682281105,-0.654810280062669,-0.12085666471685681,-1.5893118920457185,-0.6635515919759137,42
1.3254542830905547,2.7487050306995187,-0.12085666471685681,1.8926536855122094,1.5784796387186577,9
-0.7619647803044445,2.2484076945409726,-0.6776120864461204,0.2944428117863399,0.23622720402499472,60
0.1699187301397532,1.0787573253488059,-0.12085666471685681,-0.0036196413516440527,-0.43613497320645334,42
1.3254542830905547,0.20779193296771342,-0.12085666471685681,1.5343826168403532,0.7973529916409459,1
1.0645269001661788,-0.6834840378365321,2.1061650222001975,-0.5043645626234571,-0.6759111908220801,34
0.1699187301397532,-0.6691471589496005,0.43589875701240677,-1.2554819445311767,-0.6586077524374472,60
1.4372803043438593,-0.7061840960741737,0.9926541787416704,-0.17053461510891507,-0.6783831105913133,36
-0.3892113761267657,-0.5747627062773011,0.9926541787416704,0.41366779304153345,-0.6437762338220476,42
-0.42648671654453274,-0.5174151907295748,0.9926541787416704,0.6163502611753625,-0.6437762338220476,43
-0.09100865278462272,-0.5735679663700567,-0.12085666471685681,-0.7428145251338443,-0.6165851163604816,44
-0.5755880782156042,0.1349127986258113,-0.12085666471685681,0.8428777255602303,0.22633952494806167,11
-0.16555933362015848,0.14805493760549857,-2.347878351633911,-0.6951245326317668,-0.43613497320645334,60
1.0272515597484118,-0.6942366970017307,0.43589875701240677,-0.4447520719958603,-0.6462481535912808,16
1.5491063255971638,-0.707378835981418,0.43589875701240677,-2.0554815687535255,-0.6833269501297798,19
1.5491063255971638,-0.4720150742542915,-0.12085666471685681,1.8926536855122094,-0.628944715206648,17
0.2444694109752873,-0.6440576208974702,0.9926541787416704,0.16329533240562696,-0.3323143428986562,36
-1.0228921632288188,-0.03712974801736745,-0.12085666471685681,0.06791534740147209,-0.5004048872065182,52
-0.6501387590511399,-0.6715366387640891,0.9926541787416704,-0.6474345401296894,-0.6610796722066804,27
-1.6938482907486405,0.3272659236921431,-0.12085666471685681,-0.12284462260683764,0.7528584357947471,61
0.05809270888644877,2.1970338785294676,0.43589875701240677,-0.28975959636410864,-0.015908612436798288,42
0.02081736846868172,0.0954863816867495,-1.234367508175384,1.6416850999700274,0.46858766233292165,36
-0.7246894398866758,-0.6476418406192032,0.9926541787416704,-0.0036196413516440527,-0.5374836837450172,42
-0.8365154611399802,-0.6380839213612488,0.9926541787416704,-0.0036196413516440527,-0.4806295290526521,42
-1.4329209078242644,-0.5950732847004541,-0.12085666471685681,-0.8381945101379991,-0.535011763975784,42
-0.8737908015577472,-0.4696255944398029,0.9926541787416704,-1.267404442656696,-0.5745624802835162,42
1.4372803043438593,-0.7061840960741737,-0.12085666471685681,-0.134767120732357,-0.6462481535912808,41
-0.20283467403792552,-0.4469255362021613,-0.12085666471685681,-1.768149363928509,-0.12467308228306195,42
